"source","date","assertionType","evidenceType","exactText","modality","statementType","drug1Lab","drug1Type","drug1Role","dose1","drug2Lab","drug2Type","drug2Role","dose2","objectRegimens","objectFormulation","objectDuration","preciptRegimens","preciptFormulation","preciptDuration","numOfParticipants","auc","aucType","aucDirection","cl","clType","clDirection","cmax","cmaxType","cmaxDirection","t12","t12Type","t12Direction"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:06:23 -0400","drug-drug-interaction","evidence-supports","Concomitant administration of clarithromycin with cisapride, pimozide, astemizole, or terfenadine is contraindicated (see CONTRAINDICATIONS.)","ncit:positive","ncit:Qualitative","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"cisapride","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b23918",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:06:23 -0400","drug-drug-interaction","evidence-supports","Concomitant administration of clarithromycin with cisapride, pimozide, astemizole, or terfenadine is contraindicated (see CONTRAINDICATIONS.)","ncit:positive","ncit:Qualitative","terfenadine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b23654","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:06:23 -0400","drug-drug-interaction","evidence-supports","In addition, there have been reports of interactions of erythromycin or clarithromycin with drugs not thought to be metabolized by CYP3A, including hexobarbital, phenytoin, and valproate.","ncit:positive","ncit:Qualitative","phenytoin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b23987","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:06:23 -0400","drug-drug-interaction","evidence-supports","In addition, there have been reports of interactions of erythromycin or clarithromycin with drugs not thought to be metabolized by CYP3A, including hexobarbital, phenytoin, and valproate.","ncit:positive","ncit:Qualitative","hexobarbital","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b23709","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:06:23 -0400","drug-drug-interaction","evidence-supports","In addition, there have been reports of interactions of erythromycin or clarithromycin with drugs not thought to be metabolized by CYP3A, including hexobarbital, phenytoin, and valproate.","ncit:positive","ncit:Qualitative","valproate","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b23912","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:04:13 -0400","drug-drug-interaction","evidence-supports","There have been spontaneous or published reports of CYP3A based interactions of erythromycin and/or clarithromycin with cyclosporine, carbamazepine, tacrolimus, alfentanil, disopyramide, rifabutin, quinidine, methylprednisolone, cilostazol, and bromocriptine.","ncit:positive","ncit:Qualitative","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"carbamazepine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b24086",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:04:13 -0400","drug-drug-interaction","evidence-supports","There have been spontaneous or published reports of CYP3A based interactions of erythromycin and/or clarithromycin with cyclosporine, carbamazepine, tacrolimus, alfentanil, disopyramide, rifabutin, quinidine, methylprednisolone, cilostazol, and bromocriptine.","ncit:positive","ncit:Qualitative","bromocriptine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b24039","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:04:13 -0400","drug-drug-interaction","evidence-supports","There have been spontaneous or published reports of CYP3A based interactions of erythromycin and/or clarithromycin with cyclosporine, carbamazepine, tacrolimus, alfentanil, disopyramide, rifabutin, quinidine, methylprednisolone, cilostazol, and bromocriptine.","ncit:positive","ncit:Qualitative","quinidine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b24023","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:04:13 -0400","drug-drug-interaction","evidence-supports","Sildenafil (Viagra) :Erythromycin has been reported to increase the systemic exposure (AUC) of sildenafil. A similar interaction may occur with clarithromycin; reduction of sildenafil dosage should be considered. (See Viagra package insert","ncit:positive","ncit:Qualitative","Sildenafil","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b24055","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:04:13 -0400","drug-drug-interaction","evidence-supports","There have been spontaneous or published reports of CYP3A based interactions of erythromycin and/or clarithromycin with cyclosporine, carbamazepine, tacrolimus, alfentanil, disopyramide, rifabutin, quinidine, methylprednisolone, cilostazol, and bromocriptine.","ncit:positive","ncit:Qualitative","disopyramide","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b24049","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:04:13 -0400","drug-drug-interaction","evidence-supports","There have been spontaneous or published reports of CYP3A based interactions of erythromycin and/or clarithromycin with cyclosporine, carbamazepine, tacrolimus, alfentanil, disopyramide, rifabutin, quinidine, methylprednisolone, cilostazol, and bromocriptine.","ncit:positive","ncit:Qualitative","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"tacrolimus","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b23645",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:04:13 -0400","drug-drug-interaction","evidence-supports","There have been spontaneous or published reports of CYP3A based interactions of erythromycin and/or clarithromycin with cyclosporine, carbamazepine, tacrolimus, alfentanil, disopyramide, rifabutin, quinidine, methylprednisolone, cilostazol, and bromocriptine.","ncit:positive","ncit:Qualitative","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"alfentanil","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b23741",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:04:13 -0400","drug-drug-interaction","evidence-supports","There have been spontaneous or published reports of CYP3A based interactions of erythromycin and/or clarithromycin with cyclosporine, carbamazepine, tacrolimus, alfentanil, disopyramide, rifabutin, quinidine, methylprednisolone, cilostazol, and bromocriptine.","ncit:positive","ncit:Qualitative","methylprednisolone","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b24056","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:04:13 -0400","drug-drug-interaction","evidence-supports","There have been spontaneous or published reports of CYP3A based interactions of erythromycin and/or clarithromycin with cyclosporine, carbamazepine, tacrolimus, alfentanil, disopyramide, rifabutin, quinidine, methylprednisolone, cilostazol, and bromocriptine.","ncit:positive","ncit:Qualitative","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"cilostazol","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b23869",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:04:13 -0400","drug-drug-interaction","evidence-supports","There have been spontaneous or published reports of CYP3A based interactions of erythromycin and/or clarithromycin with cyclosporine, carbamazepine, tacrolimus, alfentanil, disopyramide, rifabutin, quinidine, methylprednisolone, cilostazol, and bromocriptine.","ncit:positive","ncit:Qualitative","rifabutin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b23858","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 12:04:13 -0400","drug-drug-interaction","evidence-supports","There have been spontaneous or published reports of CYP3A based interactions of erythromycin and/or clarithromycin with cyclosporine, carbamazepine, tacrolimus, alfentanil, disopyramide, rifabutin, quinidine, methylprednisolone, cilostazol, and bromocriptine.","ncit:positive","ncit:Qualitative","cyclosporine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b23579","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 11:59:07 -0400","drug-drug-interaction","evidence-supports","Spontaneous reports in the postmarketing period suggest that concomitant administration of clarithromycin and oral anticoagulants may potentiate the effects of the oral anticoagulants. Prothrombin times should be carefully monitored while patients are receiving clarithromycin and oral anticoagulants simultaneously.","ncit:positive","ncit:Qualitative","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"anticoagulants","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-group","dikbD2R:object-drug-of-interaction","nodeID://b23701",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 11:59:07 -0400","drug-drug-interaction","evidence-supports","Colchicine is a substrate for both CYP3A and the efflux transporter, P-glycoprotein (Pgp). Clarithromycin and other macrolides are known to inhibit CYP3A and Pgp. When clarithromycin and colchicine are administered together, inhibition of Pgp and/or CYP3A by clarithromycin may lead to increased exposure to colchicine. Patients should be monitored for clinical symptoms of colchicine toxicity. (See WARNINGS.)","ncit:positive","ncit:Qualitative","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"colchicine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b24091",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 11:59:07 -0400","drug-drug-interaction","evidence-supports","Erythromycin and clarithromycin are substrates and inhibitors of the 3A isoform subfamily of the cytochrome P450 enzyme system (CYP3A). Coadministration of erythromycin or clarithromycin and a drug primarily metabolized by CYP3A may be associated with elevations in drug concentrations that could increase or prolong both the therapeutic and adverse effects of the concomitant drug. Dosage adjustment may be considered, and when possible, serum concentrations of drugs primarily metabolized by CYP3A should be monitored closely in patients concurrently receiving clarithromycin or erythromycin.","ncit:positive","ncit:Qualitative","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"erythromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b23996",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 11:59:07 -0400","drug-drug-interaction","evidence-supports","Elevated digoxin serum concentrations in patients receiving clarithromycin and digoxin concomitantly have also been reported in postmarketing surveillance. Some patients have shown clinical signs consistent with digoxin toxicity, including potentially fatal arrhythmias. Serum digoxin concentrations should be carefully monitored while patients are receiving digoxin and clarithromycin simultaneously.","ncit:positive","ncit:Qualitative","digoxin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b23902","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 11:56:52 -0400","DDI-clinical-trial","evidence-supports","Concomitant administration of clarithromycin and ritonavir (n=22) resulted in a 77% increase in clarithromycin AUC and a 100% decrease in the AUC of 14-OH clarithromycin. Clarithromycin may be administered without dosage adjustment to patients with normal renal function taking ritonavir. However, for patients with renal impairment, the following dosage adjustments should be considered. For patients with CLCR 30 to 60 mL/min, the dose of clarithromycin should be reduced by 50%. For patients with CLCR < 30 mL/min, the dose of clarithromycin should be decreased by 75%.","ncit:positive","ncit:quantitative","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","Unk","ritonavir","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","Unk","UNK","UNK","Unk","UNK","UNK","Unk","22","77","Percent","Increase","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 11:56:52 -0400","drug-drug-interaction","evidence-supports","Concomitant administration of fluconazole 200 mg daily and clarithromycin 500 mg twice daily to 21 healthy volunteers led to increases in the mean steady-state clarithromycin Cmin and AUC of 33% and 18%, respectively. Steady-state concentrations of 14-OH clarithromycin were not significantly affected by concomitant administration of fluconazole.","ncit:negative","ncit:Qualitative","fluconazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"14-OH clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite","dikbD2R:object-drug-of-interaction","nodeID://b23753",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 11:56:52 -0400","DDI-clinical-trial","evidence-supports","Concomitant administration of clarithromycin and ritonavir (n=22) resulted in a 77% increase in clarithromycin AUC and a 100% decrease in the AUC of 14-OH clarithromycin. Clarithromycin may be administered without dosage adjustment to patients with normal renal function taking ritonavir. However, for patients with renal impairment, the following dosage adjustments should be considered. For patients with CLCR 30 to 60 mL/min, the dose of clarithromycin should be reduced by 50%. For patients with CLCR < 30 mL/min, the dose of clarithromycin should be decreased by 75%.","ncit:positive","ncit:quantitative","ritonavir","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","Unk","14-OH clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/metabolite","dikbD2R:object-drug-of-interaction","Unk","UNK","UNK","Unk","UNK","UNK","Unk","22","100","Percent","Increase","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/38642D80-AAA6-4196-A033-3977FF35B48A.html","2015-10-13 11:52:38 -0400","DDI-clinical-trial","evidence-supports","Simultaneous oral administration of clarithromycin tablets and zidovudine to HIV infected adult patients resulted in decreased steady-state zidovudine concentrations. When 500 mg of clarithromycin were administered twice daily, steady-state zidovudine AUC was reduced by a mean of 12% (n=4). Individual values ranged from a decrease of 34% to an increase of 14%. Based on limited data in 24 patients, when clarithromycin tablets were administered two to four hours prior to oral zidovudine, the steady-state zidovudine Cmax was increased by approximately 2-fold, whereas the AUC was unaffected.","ncit:positive","ncit:quantitative","clarithromycin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","Unk","zidovudine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","Unk","UNK","Oral","Unk","UNK","Oral","Unk","24","No change","UNK","UNK","Unk","UNK","UNK","2","Fold","Increase","Unk","UNK","UNK"
